MMSI,segment_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,route_distance_km,direct_distance_km,duration_hours,average_speed_knots,maximum_speed_knots,num_records,moving_records
226225103,38,2024-07-09 09:33:56,2024-07-09 22:46:53,37.465316666666666,25.31505,37.04530333333334,24.934325,36.70583615656005,33.70559969651719,13.215833333333334,8.54364694471387,11.4,1684,1031
226225103,39,2024-07-16 02:13:48,2024-07-17 01:05:59,37.155676666666665,24.69314,36.87382333333333,24.98308833333333,122.04681815931247,25.74931738323665,22.869722222222222,15.768395721925133,18.4,2202,1870
226225103,40,2024-07-23 02:26:03,2024-07-24 00:46:50,37.134265,24.666686666666667,36.93376333333333,24.899835,130.24371345606073,20.698892187743887,22.34638888888889,14.533923154701718,18.1,5344,1978
226225103,41,2024-07-30 02:37:18,2024-07-31 00:20:52,37.15413333333333,24.690718333333333,37.09264666666667,24.951885,106.76226574394201,23.15530480573341,21.726111111111113,15.309988385598144,17.8,2065,1722
226225103,42,2024-08-06 02:36:26,2024-08-07 01:11:45,37.164366666666666,24.705783333333333,36.87237,24.983756666666668,117.95606208432565,24.685610283997168,22.58861111111111,15.326320201173514,17.400000000000002,1597,1193
226225103,43,2024-08-13 02:45:06,2024-08-14 02:56:27,37.154025,24.690411666666662,36.59796333333333,25.279805,155.8164357386945,52.43591267359474,24.189166666666665,15.499785867237687,17.7,2973,2335
226225103,45,2024-08-20 02:46:54,2024-08-20 04:00:24,37.1183,24.660161666666667,37.38138333333333,25.03031333333333,63.48661192145492,32.766526244229304,1.225,19.43783231083844,19.700000000000003,489,489
234463823,47,2024-09-17 06:12:18,2024-09-19 17:38:49,37.53655333333333,25.15552333333333,37.44305166666667,24.942975,22.92432039149886,18.75377237992737,59.441944444444445,7.829032258064516,10.1,19997,310
238007480,53,2024-07-21 11:12:46,2024-07-23 06:34:32,37.15706,25.30544833333333,37.08932333333333,25.148331666666667,31.47692549945704,13.930598902921643,43.36277777777778,6.606875,9.7,16499,640
241749307,87,2024-07-02 04:08:40,2024-07-02 06:59:28,37.70861,26.157651666666663,37.52836166666667,24.969048333333333,159.09656823853595,104.68793156952275,2.8466666666666667,20.483159268929505,20.9,766,766
241749307,88,2024-07-02 19:41:24,2024-07-02 22:11:18,37.52515833333333,24.959143333333333,37.68811,26.045303333333333,96.59035481781929,95.68046502290075,2.4983333333333335,21.225704225352118,21.8,852,852
241749307,89,2024-07-04 00:17:04,2024-07-04 02:33:58,37.66202833333333,25.92351,37.52466166666667,24.971265,94.64831884785657,83.89891226751595,2.2816666666666667,20.59980506822612,21.0,513,513
241749307,90,2024-07-04 19:34:57,2024-07-04 20:39:40,37.52672333333334,24.95598333333333,37.55341333333333,25.413401666666665,41.68727787667571,40.3303406186231,1.0786111111111112,20.482939632545932,21.0,381,381
241749307,91,2024-07-06 00:13:42,2024-07-06 02:36:36,37.66251,25.97193333333333,37.525105,24.95876,138.49987465427427,89.26643281745852,2.381666666666667,20.743283582089553,21.3,938,938
241749307,92,2024-07-09 06:09:01,2024-07-09 07:15:44,37.55399166666667,25.441648333333333,37.52402666666666,24.974008333333337,83.81735835050671,41.2321701485803,1.1119444444444444,20.369178082191784,21.0,438,438
241749307,93,2024-07-09 20:40:03,2024-07-09 21:38:40,37.532718333333335,24.953503333333337,37.54349,25.36063333333333,37.713981769959126,35.89737470754468,0.9769444444444444,20.3015923566879,20.8,314,314
241749307,95,2024-07-10 22:35:53,2024-07-11 02:32:29,37.813165,26.640948333333338,37.52617,24.959176666666668,156.8254960827495,148.02118629446662,3.9433333333333334,20.758390646492437,21.8,1454,1454
241749307,96,2024-07-11 19:39:14,2024-07-11 22:10:55,37.525216666666665,24.955655,37.683915,26.030466666666666,95.02986850974483,94.68341908809847,2.5280555555555555,20.726602564102567,21.3,312,312
241749307,97,2024-07-13 00:40:05,2024-07-13 02:33:17,37.624006666666666,25.769855,37.52535833333334,24.96768833333333,93.66076329016086,70.69379534482206,1.8866666666666667,20.86634844868735,21.3,419,419
241749307,98,2024-07-14 19:00:16,2024-07-14 19:55:36,37.524901666666665,24.95550666666667,37.538131666666665,25.347681666666663,35.662419224894435,34.58182590696465,0.9222222222222223,20.50601851851852,21.0,216,216
241749307,99,2024-07-14 21:09:15,2024-07-14 21:52:55,37.65502333333333,25.863621666666667,37.722701666666666,26.16751,72.1963465864296,26.74042824732383,0.7277777777777777,20.59449541284404,21.0,109,109
241749307,101,2024-07-16 03:32:07,2024-07-16 06:21:44,37.704483333333336,26.142435,37.525145,24.956153333333333,164.6621939237821,104.48860825368371,2.8269444444444445,20.766392092257004,21.5,607,607
241749307,102,2024-07-16 19:15:36,2024-07-16 20:10:38,37.52694833333333,24.957485,37.537751666666665,25.349471666666663,34.68867663383894,34.56482952810875,0.9172222222222223,20.64926829268293,21.1,205,205
241749307,104,2024-07-17 22:59:02,2024-07-18 02:28:56,37.77319,26.447316666666666,37.5233,24.97126833333333,160.93413961687546,129.9524768649148,3.4983333333333335,20.654986020503262,21.6,1073,1073
241749307,105,2024-07-18 19:32:43,2024-07-18 22:22:15,37.527501666666666,24.952951666666667,37.716573333333336,26.131956666666667,105.49547687318673,103.83764313500347,2.8255555555555554,20.442091503267974,20.9,765,765
241749307,106,2024-07-20 00:26:24,2024-07-20 02:32:18,37.640605,25.83744833333333,37.52502833333333,24.97404,102.02796760936067,76.08262138676136,2.098333333333333,20.47124183006536,21.0,459,459
241749307,107,2024-07-21 19:38:26,2024-07-21 22:34:32,37.52174166666666,24.95818,37.721181666666666,26.221861666666666,112.73347023051274,111.29601327365579,2.935,21.00399385560676,21.9,651,651
241749307,108,2024-07-22 03:58:58,2024-07-22 06:55:47,37.32828666666666,26.60161,36.90077166666666,26.933778333333333,72.56825197070789,29.464803813378534,2.9469444444444446,19.290106007067138,20.8,566,566
241749307,109,2024-07-22 21:46:53,2024-07-23 00:05:50,37.004601666666666,26.863496666666663,37.32098833333333,26.553,33.76224161259155,27.52093835147696,2.3158333333333334,20.967785234899328,21.8,149,149
241749307,110,2024-07-23 03:41:56,2024-07-23 07:54:45,37.82718833333333,26.75876166666667,37.52573666666667,24.980968333333333,174.6784580469784,156.45786652216972,4.213611111111111,20.842238805970148,21.6,670,670
241749307,111,2024-07-23 20:26:04,2024-07-23 21:15:03,37.52178833333333,24.95915,37.52854,25.3034,32.28678745839568,30.358404673632357,0.8163888888888889,20.290513833992094,20.8,253,253
241749307,113,2024-07-25 01:46:35,2024-07-25 02:44:23,37.54529333333333,25.384871666666665,37.52220833333333,24.978395,83.50495553827973,35.841882549242186,0.9633333333333334,20.44146341463415,21.0,287,287
241749307,114,2024-07-25 20:00:25,2024-07-25 21:01:25,37.52253833333334,24.969166666666663,37.548375,25.39080833333333,37.99999630116818,37.17823821069402,1.0166666666666666,20.071374045801527,20.4,262,262
241749307,115,2024-07-27 02:19:34,2024-07-27 03:01:58,37.526493333333335,25.28954,37.524791666666665,24.98257333333333,36.003078149039126,27.070323387967278,0.7066666666666667,20.80635838150289,21.200000000000003,173,173
241749307,116,2024-07-28 18:59:18,2024-07-28 20:07:47,37.53143,24.960101666666667,37.55827833333333,25.441916666666668,44.47143499455937,42.478647667630874,1.1413888888888888,20.399193548387096,20.9,248,248
241749307,118,2024-07-30 04:05:15,2024-07-30 07:55:21,37.793956666666666,26.569506666666665,37.527501666666666,24.958475,155.6229426400537,141.81227348743428,3.835,20.43563218390805,21.4,1131,1131
241749307,119,2024-07-30 20:57:44,2024-07-30 22:33:20,37.52321833333333,24.97066833333333,37.60134666666666,25.631801666666668,59.36746404043185,58.27448414391976,1.5933333333333333,20.357004830917877,20.9,207,207
241749307,120,2024-08-01 02:43:48,2024-08-01 03:40:37,37.54545333333333,25.38333833333333,37.52234666666666,24.990975,56.5015632542221,34.59734618968688,0.9469444444444445,20.087545787545785,20.5,273,273
241749307,121,2024-08-01 19:45:53,2024-08-01 20:39:29,37.52399666666667,24.961126666666665,37.53857833333333,25.335271666666667,35.63090858925616,32.992054605902915,0.8933333333333333,20.38424657534247,20.8,292,292
241749307,122,2024-08-01 22:51:18,2024-08-01 23:24:11,37.72812666666667,26.243693333333333,37.77174333333333,26.46817833333333,99.73243241367469,19.737063250757775,0.5480555555555555,20.09174311926606,20.3,109,109
241749307,124,2024-08-02 23:46:44,2024-08-03 02:39:31,37.706965,26.160046666666663,37.523495,24.96972,184.20581039964,104.84431734464113,2.879722222222222,20.156981132075472,20.9,1060,1060
241749307,125,2024-08-04 19:19:36,2024-08-04 20:16:13,37.522515,24.971343333333333,37.54051833333333,25.371446666666667,35.43029749892928,35.28094920653034,0.9436111111111111,20.367281105990788,21.0,217,217
241749307,130,2024-08-06 03:46:39,2024-08-06 06:42:40,37.716355,26.19532833333333,37.52542,24.97601166666667,145.90380842205482,107.38955931454133,2.933611111111111,20.56764705882353,21.200000000000003,374,374
241749307,131,2024-08-06 19:54:54,2024-08-06 21:41:24,37.52721666666667,24.972986666666667,37.619926666666665,25.727815,66.81197652669567,66.5229554703911,1.775,20.617127071823205,21.0,181,181
241749307,132,2024-08-08 01:32:28,2024-08-08 02:34:04,37.54632166666666,25.404613333333337,37.52350333333333,24.974443333333333,66.41826545041309,37.93049085405697,1.0266666666666666,20.243781094527364,21.0,201,201
241749307,133,2024-08-12 21:11:48,2024-08-12 21:49:42,36.903933333333335,27.007463333333337,37.03715833333333,26.848,194.20790100140542,14.16884285587644,0.6316666666666667,20.616197183098592,21.3,142,142
241749307,134,2024-08-13 04:46:33,2024-08-13 08:03:34,37.74727,26.345006666666663,37.52163333333333,24.973403333333337,165.28188246245014,120.77968692451714,3.283611111111111,20.430000000000003,21.0,910,910
241749307,135,2024-08-13 21:44:51,2024-08-13 22:57:39,37.52433833333333,24.958831666666665,37.566098333333336,25.490956666666666,48.210025803498056,46.913960457573324,1.2133333333333334,21.233636363636364,21.700000000000003,550,550
241749307,137,2024-08-15 01:53:16,2024-08-15 03:12:36,37.57216833333333,25.515961666666666,37.52500166666667,24.971905,89.43649556543167,47.96374218867078,1.3222222222222222,20.108116883116885,21.1,308,308
241749307,138,2024-08-15 18:59:37,2024-08-15 19:46:06,37.54367166666667,24.961345,37.53210166666667,25.286393333333333,29.598929201177107,28.660184090694667,0.7747222222222222,20.635249042145595,21.3,261,261
241749307,139,2024-08-15 21:00:01,2024-08-15 22:42:55,37.64566666666666,25.80245333333333,37.784375,26.521216666666668,108.69995428276462,63.22435731421537,1.715,20.48022727272727,20.8,440,440
243681675,141,2024-07-01 00:00:08,2024-07-01 08:15:54,37.087336666666666,25.147961666666667,37.606285,25.02494833333333,48.16030538617386,10.920438421437067,8.262777777777778,17.42966333030027,21.0,1904,1099
243681675,142,2024-07-01 17:58:54,2024-07-02 05:55:24,37.59561833333333,25.027926666666666,37.61982666666667,25.00458,56.4838498117612,2.0571313594119585,11.941666666666666,14.410661268556005,20.9,958,741
243681675,143,2024-07-02 15:55:26,2024-07-03 08:09:05,37.599705,25.02933,37.57103833333333,25.07487,92.1184174863779,4.013183831673278,16.2275,17.282854359473944,21.4,2627,2053
243681675,144,2024-07-03 18:01:09,2024-07-04 05:42:21,37.579186666666665,25.05797,37.56820166666667,25.075078333333337,49.366212050262035,1.5079034730029517,11.686666666666667,14.804283604135893,20.4,1590,677
243681675,145,2024-07-04 16:06:56,2024-07-05 08:15:21,37.55477333333333,25.086023333333333,37.60846166666666,25.02323,90.28518691341706,5.534350427373086,16.14027777777778,17.220877944325483,21.1,2537,1868
243681675,146,2024-07-05 18:31:43,2024-07-05 21:16:10,37.60083,25.02352833333333,37.564211666666665,25.036865,53.316336188459246,1.1773641243149273,2.7408333333333332,15.88486171761281,20.9,881,687
243681675,147,2024-07-06 07:23:38,2024-07-06 09:16:38,37.59946166666667,25.022645,37.46086833333333,25.32413333333333,29.21168699808779,26.5869262105298,1.8833333333333333,14.016010498687665,20.9,568,381
243681675,148,2024-07-08 16:00:25,2024-07-08 18:55:33,37.595288333333336,25.04013,37.13832333333333,25.12843833333333,68.73656549651191,7.854288934834434,2.918888888888889,16.4777633289987,21.8,886,769
243681675,151,2024-07-09 04:13:58,2024-07-09 07:39:25,37.087425,25.148136666666662,37.53637166666667,25.154621666666667,35.6768147461524,1.043095811592901,3.424166666666667,17.409177215189874,20.6,985,948
243681675,152,2024-07-09 18:01:35,2024-07-10 05:38:27,37.60064333333333,25.033733333333338,37.56120333333333,25.08859,60.27777689561984,4.834639228698172,11.614444444444445,13.906892067620285,20.700000000000003,2123,769
243681675,153,2024-07-10 15:59:07,2024-07-11 08:16:03,37.59773166666667,25.02926833333333,37.609025,25.02087833333333,101.54474159791565,0.739438476641766,16.282222222222224,17.2066762728146,21.4,4067,2082
243681675,154,2024-07-11 18:02:21,2024-07-12 05:09:15,37.603521666666666,25.021311666666666,37.53613,25.15369833333333,43.23867668572698,11.668535864044975,11.115,14.56779388083736,21.200000000000003,867,621
246228378,155,2024-07-01 19:56:02,2024-07-01 22:40:43,37.51227166666666,24.95405833333333,37.33670666666666,25.506941666666663,55.33274817027583,48.823944225134284,2.7447222222222223,13.62087912087912,14.8,367,364
246228378,156,2024-07-03 05:39:10,2024-07-03 07:59:06,37.36092833333333,25.425435,37.511253333333336,24.971253333333333,55.18545082957238,40.10171894547899,2.332222222222222,13.724810606060606,14.3,528,528
246228378,157,2024-07-08 19:40:29,2024-07-08 22:40:14,37.51457833333333,24.96334333333333,37.38357,25.57968333333333,61.51149179864607,54.40908506162828,2.995833333333333,13.641842105263157,15.1,781,760
246228378,158,2024-07-10 04:56:26,2024-07-10 07:49:51,37.30457,25.54440333333333,37.50731833333333,24.969106666666665,60.09560066146909,50.816046820894826,2.890277777777778,13.494936708860758,15.1,959,948
246228378,159,2024-07-15 19:33:11,2024-07-16 00:53:53,37.51129333333333,24.95722333333333,37.15112666666667,26.241081666666663,121.04782136000705,113.5138789956482,5.345,14.08273431994362,14.7,1437,1419
246228378,160,2024-07-17 04:09:27,2024-07-17 07:39:45,37.277321666666666,25.704916666666666,37.50989166666667,24.960861666666663,119.49086437387557,65.7327774570447,3.505,12.935726795096322,14.9,1229,1142
246228378,161,2024-07-22 19:20:02,2024-07-23 02:58:48,37.51164,24.95414,36.899655,26.930836666666668,181.46394966434443,175.0600130153177,7.646111111111111,14.14175,15.3,2044,2000
246228378,162,2024-07-24 04:37:18,2024-07-24 07:21:14,37.335766666666665,25.501991666666665,37.5085,24.969818333333333,179.8385596518035,46.99662602414458,2.732222222222222,13.632164948453608,14.5,487,485
246228378,163,2024-07-29 19:05:11,2024-07-30 00:50:32,37.51065333333333,24.963045,37.1149,26.34624,128.94099275164047,122.32659483037834,5.755833333333333,13.81056451612903,15.2,1258,1240
246228378,164,2024-07-31 04:34:28,2024-07-31 07:00:41,37.34501,25.55834,37.508845,24.967066666666668,121.96128415958701,52.212081056518215,2.4369444444444444,13.343723849372385,14.2,478,478
246228378,165,2024-08-05 20:02:07,2024-08-05 23:12:01,37.50818666666667,24.96288833333333,37.303055,25.606275,63.65930080847966,56.83035795114106,3.165,13.636226415094342,14.8,278,265
246228378,168,2024-08-07 04:54:47,2024-08-07 07:39:13,37.336815,25.50448,37.50392,24.97035,126.95325193564183,47.17045286213629,2.7405555555555554,13.264376130198917,14.8,569,553
246228378,169,2024-08-12 19:40:32,2024-08-13 01:10:57,37.511715,24.95759333333333,37.10371833333333,26.281641666666665,124.84532028940757,117.10406747645938,5.506944444444445,13.604580896686159,15.0,1057,1026
246228378,170,2024-08-14 05:26:32,2024-08-14 07:37:52,37.36601,25.414696666666668,37.508075,24.966726666666663,121.20104298938084,39.55268139224003,2.188888888888889,13.729553903345725,14.5,538,538
246228378,171,2024-08-19 19:17:15,2024-08-19 23:10:17,37.513735,24.958276666666663,37.211675,25.89754,90.00975120385517,83.01225430808594,3.883888888888889,14.4801261829653,15.3,954,951
246228378,172,2024-08-20 00:12:35,2024-08-20 02:44:53,37.12871333333333,26.21019,36.90240166666667,26.92815333333333,91.44904947345388,63.74629051327131,2.5383333333333336,14.623124999999998,15.5,160,160
246228378,173,2024-08-21 03:25:16,2024-08-21 05:46:20,37.36361166666666,25.409546666666667,37.51001166666666,24.96092,180.7029405874708,39.61083626407396,2.351111111111111,12.938095238095237,14.5,739,714
246228378,174,2024-08-26 18:48:19,2024-08-26 20:34:40,37.51191166666667,24.958946666666662,37.36473166666666,25.412538333333337,40.6435259725085,40.04839260429759,1.7725,14.302389078498292,14.9,293,293
246228378,175,2024-08-28 02:36:32,2024-08-28 05:05:18,37.29542833333333,25.6164,37.50514166666667,24.95822833333333,76.15985407454448,58.14044344855216,2.4794444444444443,13.975983717774762,14.5,737,737
246228378,176,2024-09-02 19:09:25,2024-09-02 22:29:12,37.51589,24.953741666666662,37.28613833333333,25.66358333333333,69.59691321664968,62.70416434554039,3.3297222222222222,12.821995464852606,14.4,466,441
246228378,179,2024-09-04 05:15:52,2024-09-04 07:39:40,37.361673333333336,25.42834,37.51589166666667,24.966171666666668,132.3131224690715,40.805443075028826,2.3966666666666665,13.775210970464137,15.1,977,948
246228378,180,2024-09-09 18:54:34,2024-09-09 20:54:18,37.522553333333335,24.945341666666668,37.35203,25.454671666666663,46.79932135858192,44.970287809259226,1.9955555555555555,13.763492063492064,14.4,315,315
246228378,181,2024-09-11 03:24:18,2024-09-11 05:20:14,37.35717,25.436803333333337,37.51261333333333,24.957153333333338,43.93318685502128,42.351054882701824,1.9322222222222223,13.717761194029853,14.1,670,670
246228378,182,2024-09-16 18:37:11,2024-09-16 20:48:29,37.51424,24.970673333333337,37.36813333333333,25.397485,45.031003171607054,37.68261063934408,2.1883333333333335,13.24307116104869,14.5,273,267
246228378,183,2024-09-18 03:55:57,2024-09-18 06:22:27,37.364685,25.409655,37.517845,24.958051666666663,47.46193491774309,39.87136080897331,2.441666666666667,13.631107954545454,14.6,728,704
246228378,184,2024-09-23 19:24:03,2024-09-23 22:03:17,37.51927,24.957968333333337,37.34821,25.461266666666667,50.9982834705127,44.43987998212519,2.653888888888889,13.494705882352942,15.6,717,680
246228378,185,2024-09-25 03:59:33,2024-09-25 06:06:43,37.372526666666666,25.381318333333333,37.51535833333333,24.977543333333333,48.74590308080884,35.64749608416287,2.1194444444444445,14.037920489296635,14.8,669,654
246228378,186,2024-09-30 19:36:59,2024-09-30 21:30:28,37.51638166666667,24.969616666666667,37.45843166666667,25.31028166666667,33.55549625055723,30.057654470982573,1.8913888888888888,10.481142857142856,14.6,191,175
248692941,187,2024-07-01 08:24:13,2024-07-01 12:08:45,37.61096,25.022856666666662,37.621165,25.00285,56.120414388104315,1.7622897807517526,3.7422222222222223,12.430170777988616,20.0,780,527
248692941,188,2024-07-02 08:30:58,2024-07-02 12:05:16,37.558328333333336,25.09750333333333,37.614383333333336,25.014538333333338,56.58218132369922,7.3112473759336805,3.5716666666666668,13.020517241379311,19.9,1042,580
248692941,189,2024-07-03 08:38:04,2024-07-03 11:52:17,37.56196,25.090325,37.56679666666667,25.079496666666667,49.65087409810947,0.9544635986618163,3.2369444444444446,13.571338912133893,19.9,626,478
248692941,190,2024-07-04 08:19:29,2024-07-04 12:12:38,37.609071666666665,25.02139,37.62041333333333,25.003363333333333,61.24768720263023,1.5879616928572846,3.8858333333333333,13.559968354430382,19.700000000000003,1034,632
248692941,191,2024-07-05 09:00:26,2024-07-05 11:56:49,37.550395,25.105585,37.58381666666666,25.056661666666667,53.03708578244701,4.312468976720663,2.939722222222222,12.141566265060241,19.3,642,498
248692941,192,2024-07-06 08:45:40,2024-07-06 09:13:21,37.56104333333333,25.090611666666668,37.52847833333333,25.15866833333333,9.341735204430694,6.000477387970535,0.4613888888888889,8.323809523809524,18.8,123,84
248692941,193,2024-07-09 09:29:34,2024-07-09 12:05:14,37.47000666666667,25.279301666666665,37.60945,25.018581666666662,42.3584009067153,22.989217083672077,2.5944444444444446,13.396017699115044,19.5,630,452
248692941,194,2024-07-10 08:42:46,2024-07-10 12:06:31,37.554405,25.098948333333333,37.60925,25.018431666666668,55.1507920923444,7.095933761254161,3.3958333333333335,12.924365482233501,19.3,757,591
248692941,195,2024-07-11 08:40:52,2024-07-11 12:09:25,37.553151666666665,25.102375,37.62129,25.003858333333337,56.56058280325183,8.681674168985328,3.4758333333333336,13.402094240837696,19.5,885,573
248692941,196,2024-07-12 08:59:34,2024-07-12 11:49:38,37.55072833333333,25.10521,37.55976666666667,25.089425,49.68847482701708,1.391582829838518,2.8344444444444443,12.776908023483365,19.9,657,511
248692941,197,2024-07-13 08:56:48,2024-07-13 13:06:42,37.55558666666666,25.098036666666665,37.62166833333333,25.003876666666667,50.398043199097785,8.297619534013503,4.165,13.494453781512604,19.700000000000003,895,595
248692941,198,2024-07-14 08:29:57,2024-07-14 12:05:16,37.604056666666665,25.02470333333333,37.60347333333333,25.03105333333333,55.76209136681153,0.5593988732895917,3.588611111111111,13.575126050420169,19.700000000000003,883,595
248692941,199,2024-07-15 08:44:50,2024-07-15 11:54:11,37.56173833333333,25.091206666666668,37.56738666666666,25.080076666666667,48.51227612619488,0.9810653848795537,3.1558333333333333,14.048865979381445,19.6,839,485
248692941,200,2024-07-16 08:43:04,2024-07-16 12:04:15,37.55685,25.09988333333333,37.60993,25.02047333333333,49.607181250456534,6.99822730500219,3.3530555555555557,12.327031509121063,19.3,861,603
